variance,confidence
2.1561290954030565,0.3
1.915109226180552,0.3771605814820867
1.9398747175115096,0.4555183664891122
0.9537955377952476,0.7478488106888069
0.6685465290952359,0.73130133622567
0.2287014429040722,0.9102347121237812
0.7221694631722256,0.7099368860435806
1.392892396280752,0.5577730537695696
1.551225620774594,0.4990329124832043
1.6786432296413385,0.4583983548476554
1.6507363795215133,0.4717003312481572
1.3689444804582032,0.5020670129744594
1.1911232261752918,0.5616972911978305
0.9889336207707572,0.7111308371797109
2.3226349955056507,0.3
2.3442287638961385,0.3
0.8178012631210182,0.7014750939826457
1.9216104114325785,0.4276470848394071
1.829108657509467,0.3877579193558753
1.1964591538457283,0.5722039450438574
1.1867789872803518,0.600327802363969
0.4936562859617882,0.7651300273902217
2.1798505480951147,0.3693890115354615
2.143044236287902,0.3
0.1001497063745366,0.9281107307942384
1.4754046160331398,0.4653570420462031
0.4405787320969705,0.8444327071560309
1.1663898985731862,0.5919180305247141
0.8388162567012442,0.7458167850666408
1.0259579851564895,0.6405384770513388
1.0993334850929644,0.559851776594046
1.8193819827822435,0.4392037314497882
1.776958567361162,0.3868315570262188
0.0978543273131877,0.9508138527461176
1.3601738234831178,0.5868657664728828
0.2223191463772795,0.9516072792851152
1.054017613905258,0.660505188813488
0.0111359346980755,1.0
2.354323826163187,0.3
1.7582455960853831,0.4041885876789359
1.2830244755032132,0.6271670430068432
0.0249553475640293,0.9572287479708556
2.0348054458048654,0.3802219860543736
2.319157956312895,0.3
0.5544463276514041,0.8176556545816994
1.6931551609438853,0.3763527990972911
1.6520091295425752,0.4909794994094397
2.3029433733088314,0.3
0.5836886437421428,0.8467357300434254
0.1200258985609785,0.9525375606785506
1.8997072030326476,0.3647375101029761
1.4810585635748603,0.4684491112630905
1.833919061406872,0.3608577459120422
0.7328183830440449,0.668870818908182
1.7532950568205656,0.467734077041179
2.376933966872152,0.3019920547314912
2.2156471500905313,0.3
0.6844587743606597,0.7505133930634564
0.5188296713230752,0.7829524096412057
0.6334061809997976,0.8604856379186361
0.183111163087728,0.8896880739806639
2.201831555158898,0.3
2.098055980705763,0.3248476297875108
1.5053655220739095,0.4675784777920215
2.318802457036918,0.3
1.0593876729013827,0.5771745991153224
1.1949098992041365,0.5638543239814771
2.290005769142757,0.3
2.39536469074539,0.3094836309810468
0.7174662416184016,0.7297699276015959
0.8529556647629956,0.6797668419548505
1.928165181370273,0.3643821685902892
0.2454749455647791,0.9693767147228256
0.2358358804714709,0.931566805676084
0.41144075911669,0.8315661095623473
0.4612643429140933,0.7694182379509631
1.640554399894217,0.4489702907847899
2.1972987281301286,0.3
1.0068110896669529,0.6841453092210352
1.265665401171935,0.6099743077060553
0.9870426193577208,0.7052858248157836
0.1053522261801706,1.0
1.4093913222348973,0.5419438962194848
0.825268751780151,0.611144483210806
1.756792814857564,0.409885175220437
1.493039255153196,0.4835912146685336
0.7656317245663775,0.7175386412997105
0.2920846848381159,0.9029330544219536
1.2520288338815837,0.5265833291094251
1.3436725553021371,0.6152917993287079
0.4042112139715305,0.749810840115243
1.5655792089136202,0.4164968790342491
1.146533006637387,0.5808614049357743
0.4795778853871666,0.8340854665098962
1.0103155674474478,0.7064282454480386
0.7502989357878262,0.7117976652892115
0.2410856868556331,0.8740182974486727
0.8984605047193018,0.5962261435221039
1.5688908785953015,0.4442847832327629
1.5414965213562153,0.4601785541223149
1.453383298969943,0.6253507244916742
1.0637985335429196,0.6960177193359776
2.3147032979871778,0.3
1.0647914884167944,0.6440411094295015
0.2330527164179998,0.8593622801332257
2.083821115528952,0.3
1.9561847924743696,0.3
1.354618384694147,0.5979866688858809
0.1456587044350258,0.9333226893827344
2.185736093293201,0.3
2.3223840623436094,0.3
1.056617576600024,0.6141032324809464
2.3543351170423605,0.3
1.0827369478243896,0.6604391627506273
1.0497309916145845,0.5914836200565989
2.266598791434518,0.3
0.4331241266253768,0.8168992182109465
0.2804203997989596,0.9451360742223798
0.5058849251611,0.8875872503215697
2.0903642545944296,0.3
