submission_id,variance,confidence
S000,2.1561290954030565,0.3
S001,1.915109226180552,0.3771605814820867
S002,1.9398747175115096,0.45551836648911226
S003,0.9537955377952475,0.7478488106888069
S004,0.6685465290952359,0.73130133622567
S005,0.2287014429040722,0.9102347121237813
S006,0.7221694631722256,0.7099368860435806
S007,1.392892396280752,0.5577730537695696
S008,1.551225620774594,0.49903291248320436
S009,1.6786432296413383,0.45839835484765545
S010,1.6507363795215133,0.4717003312481572
S011,1.3689444804582032,0.5020670129744594
S012,1.1911232261752918,0.5616972911978305
S013,0.9889336207707572,0.7111308371797109
S014,2.3226349955056507,0.3
S015,2.3442287638961385,0.3
S016,0.8178012631210182,0.7014750939826457
S017,1.9216104114325783,0.42764708483940717
S018,1.829108657509467,0.3877579193558753
S019,1.1964591538457285,0.5722039450438574
S020,1.1867789872803518,0.600327802363969
S021,0.4936562859617882,0.7651300273902217
S022,2.1798505480951147,0.3693890115354615
S023,2.143044236287902,0.3
S024,0.10014970637453668,0.9281107307942384
S025,1.4754046160331398,0.4653570420462031
S026,0.44057873209697057,0.8444327071560309
S027,1.1663898985731862,0.5919180305247141
S028,0.8388162567012442,0.7458167850666408
S029,1.0259579851564897,0.6405384770513388
S030,1.0993334850929644,0.559851776594046
S031,1.8193819827822437,0.4392037314497882
S032,1.776958567361162,0.3868315570262188
S033,0.09785432731318773,0.9508138527461177
S034,1.3601738234831178,0.5868657664728828
S035,0.2223191463772795,0.9516072792851151
S036,1.054017613905258,0.660505188813488
S037,0.011135934698075544,1.0
S038,2.354323826163187,0.3
S039,1.7582455960853831,0.4041885876789359
S040,1.2830244755032132,0.6271670430068432
S041,0.024955347564029305,0.9572287479708557
S042,2.0348054458048654,0.38022198605437363
S043,2.319157956312895,0.3
S044,0.5544463276514041,0.8176556545816994
S045,1.6931551609438853,0.3763527990972911
S046,1.6520091295425752,0.4909794994094397
S047,2.3029433733088314,0.3
S048,0.5836886437421428,0.8467357300434254
S049,0.12002589856097856,0.9525375606785506
S050,1.8997072030326476,0.3647375101029761
S051,1.4810585635748603,0.4684491112630905
S052,1.8339190614068719,0.3608577459120422
S053,0.7328183830440449,0.668870818908182
S054,1.7532950568205656,0.46773407704117903
S055,2.376933966872152,0.3019920547314912
S056,2.2156471500905313,0.3
S057,0.6844587743606597,0.7505133930634564
S058,0.5188296713230752,0.7829524096412057
S059,0.6334061809997976,0.8604856379186361
S060,0.183111163087728,0.8896880739806639
S061,2.201831555158898,0.3
S062,2.098055980705763,0.3248476297875108
S063,1.5053655220739095,0.4675784777920215
S064,2.318802457036918,0.3
S065,1.0593876729013827,0.5771745991153224
S066,1.1949098992041365,0.5638543239814771
S067,2.290005769142757,0.3
S068,2.39536469074539,0.30948363098104686
S069,0.7174662416184016,0.7297699276015959
S070,0.8529556647629956,0.6797668419548505
S071,1.928165181370273,0.3643821685902892
S072,0.2454749455647791,0.9693767147228257
S073,0.2358358804714709,0.9315668056760839
S074,0.41144075911669004,0.8315661095623473
S075,0.46126434291409335,0.7694182379509631
S076,1.640554399894217,0.44897029078478995
S077,2.1972987281301286,0.3
S078,1.0068110896669529,0.6841453092210352
S079,1.265665401171935,0.6099743077060553
S080,0.9870426193577209,0.7052858248157836
S081,0.10535222618017066,1.0
S082,1.4093913222348973,0.5419438962194848
S083,0.825268751780151,0.611144483210806
S084,1.756792814857564,0.409885175220437
S085,1.493039255153196,0.48359121466853366
S086,0.7656317245663775,0.7175386412997105
S087,0.2920846848381159,0.9029330544219537
S088,1.2520288338815837,0.5265833291094251
S089,1.3436725553021371,0.6152917993287079
S090,0.40421121397153054,0.749810840115243
S091,1.5655792089136202,0.4164968790342491
S092,1.146533006637387,0.5808614049357743
S093,0.47957788538716667,0.8340854665098962
S094,1.0103155674474478,0.7064282454480386
S095,0.7502989357878262,0.7117976652892115
S096,0.24108568685563314,0.8740182974486727
S097,0.8984605047193018,0.5962261435221039
S098,1.5688908785953015,0.44428478323276294
S099,1.5414965213562153,0.4601785541223149
S100,1.4533832989699427,0.6253507244916742
S101,1.0637985335429196,0.6960177193359776
S102,2.3147032979871778,0.3
S103,1.0647914884167944,0.6440411094295015
S104,0.23305271641799985,0.8593622801332257
S105,2.083821115528952,0.3
S106,1.9561847924743696,0.3
S107,1.354618384694147,0.5979866688858809
S108,0.14565870443502585,0.9333226893827344
S109,2.185736093293201,0.3
S110,2.3223840623436094,0.3
S111,1.056617576600024,0.6141032324809464
S112,2.3543351170423605,0.3
S113,1.0827369478243896,0.6604391627506273
S114,1.0497309916145843,0.5914836200565989
S115,2.266598791434518,0.3
S116,0.43312412662537686,0.8168992182109465
S117,0.28042039979895966,0.9451360742223798
S118,0.5058849251611,0.8875872503215697
S119,2.0903642545944296,0.3
